OBJECTID,Tract_1,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
497,6037534202,17,3,5,5,4,844345.53515625,4219.15682431904
498,6037534804,15,2,5,4,4,544216.80078125,3412.24826927112
499,6037531602,19,4,5,5,5,652751.09765625,3757.91694031107
500,6037533901,16,3,5,5,3,1113071.97265625,5758.50510651117
501,6037534001,18,4,5,5,4,1140824.515625,4945.08523267693
502,6037502500,18,4,5,4,5,5576751.36328125,10431.2354060267
503,6037530400,18,4,5,4,5,2237462.50390625,6877.79340444918
504,6037501200,11,2,5,2,2,2070316.55078125,6396.69028315038
505,6037501501,7,1,4,1,1,9121130.28515625,17918.1181834435
506,6037501400,14,3,4,3,4,1570497.59765625,5521.21588468897
507,6037501300,11,2,5,2,2,2923605.37109375,7852.72367110545
508,6037500201,5,1,2,1,1,10522918.4453125,15861.0107604105
509,6037500202,6,1,3,1,1,9262721.828125,15198.9818412636
510,6037501503,12,1,4,3,4,1172097.30859375,4615.72860438519
511,6037501504,14,1,4,4,5,1087361.69921875,4587.73754478112
512,6037406411,10,3,3,2,2,1089246.3203125,5303.79358639522
513,6037406500,11,2,3,2,4,3003838.79296875,7452.4175724658
514,6037406412,7,1,1,1,4,1782260.79296875,5717.66163929186
515,6037189702,12,2,5,1,4,2133793.39453125,8441.6188732144
516,6037406601,8,1,2,2,3,2875948.69921875,6857.83816184453
517,6037406402,7,1,2,2,2,1428803.80859375,5860.23921174481
518,6037406800,11,2,3,2,4,2547886.01171875,9094.89395174638
519,6037400604,10,4,2,2,2,7073859.44140625,16849.7487730435
520,6037404501,10,3,1,3,3,1175789.84765625,5171.44553731085
521,6037408134,9,2,3,3,1,1290004.703125,4482.22740688337
522,6037602900,16,4,5,4,3,4073523.18359375,10024.6230825519
523,6037602301,12,5,4,2,1,2591403.87109375,7088.73688612314
524,6037603704,16,5,4,5,2,939466.22265625,3877.07767113564
525,6037620001,10,5,3,1,1,1725839.2890625,5407.0566843355
526,6037600302,13,3,5,3,2,1185468.8203125,4385.29617384922
527,6037603703,12,5,4,2,1,949196.640625,3998.69576787729
528,6037603900,12,5,2,4,1,2169935.6640625,7802.54153727687
529,6037603600,7,1,2,2,2,1362310.42578125,4817.39381238711
530,6037106114,12,3,2,4,3,1487094.625,6355.23585881835
531,6037222500,14,2,4,4,4,952975.63671875,3905.02786540893
532,6037187300,11,4,5,1,1,1709260.6953125,7141.78283137583
533,6037222700,17,5,5,3,4,1199387.79296875,4995.8941630569
534,6037224010,20,5,5,5,5,1208390.93359375,5110.45446206422
535,6037224020,18,3,5,5,5,1795189.26171875,5602.81470630018
536,6037224410,18,4,5,4,5,655493.67578125,3879.11305989359
537,6037181300,11,4,3,2,2,2103940.2890625,7886.80348323814
538,6037224320,20,5,5,5,5,423155.703125,3109.16923594182
539,6037187200,16,5,4,3,4,1396212.9765625,5723.7003476028
540,6037224310,20,5,5,5,5,260472.28515625,2487.04129833595
541,6037115104,8,1,1,2,4,1490471.8359375,7499.26240255707
542,6037113102,5,1,1,1,2,5388101.3984375,9214.52693222001
543,6037113101,6,2,1,1,2,3334594.11328125,7833.55938935858
544,6037111206,7,2,1,2,2,3848770.1796875,8883.67069681316
545,6037109604,11,3,2,3,3,1722965.734375,5296.82641404604
546,6037109603,9,2,2,3,2,1465599.70703125,4954.25146669917
547,6037106648,12,5,1,4,2,1167471.5703125,5037.68856738405
548,6037106408,14,4,2,4,4,335617.5390625,2326.15358302565
549,6037106407,15,3,2,5,5,339985.5625,2340.69408946595
550,6037106405,10,2,1,4,3,1717776.23828125,5354.69850478333
551,6037104821,8,1,1,4,2,779584.50390625,4173.47030270987
552,6037104704,11,4,1,4,2,2434680.3984375,6261.6533286065
553,6037104703,13,5,1,5,2,1717635.30859375,5666.56703197542
554,6037104404,11,2,2,5,2,792029.953125,4037.62056442891
555,6037104124,8,2,2,2,2,6576797.09375,14469.0482998132
556,6037900102,11,1,2,3,5,653405572.402344,119304.958743674
557,6037910201,15,4,2,4,5,21551870.2617188,21360.6049963475
558,6037910302,9,2,1,2,4,6136505.43359375,11278.7826945314
559,6037910402,16,4,2,5,5,1681459.00390625,5352.83320195973
560,6037910403,15,5,1,5,4,1865194.81640625,5943.82347676804
561,6037910501,15,3,2,5,5,2216654.40234375,6208.58250263219
562,6037910601,13,1,2,5,5,3921570.85546875,9981.66195987314
563,6037910502,13,1,2,5,5,2967100.23046875,6961.92722785627
564,6037910401,9,1,2,2,4,14482445.0546875,15535.3630339415
565,6037910603,12,2,1,4,5,3890110.62109375,7869.8688519411
566,6037531301,19,5,5,5,4,1150889.91796875,5609.49008556218
567,6037531603,16,3,5,4,4,635917.609375,3222.38087114743
568,6037531701,15,1,5,4,5,927019.44921875,4233.16443750341
569,6037531604,16,1,5,5,5,538178.4609375,2978.01391647943
570,6037531800,15,2,5,4,4,904348.234375,4804.28358518127
571,6037531702,19,4,5,5,5,975728.77734375,4473.54193603314
572,6037531902,16,2,5,5,4,1032919.44140625,4159.81964992511
573,6037531901,16,1,5,5,5,1131067.99609375,4399.06388555042
574,6037106643,4,1,1,1,1,6358711.1953125,12071.1620925089
575,6037482600,11,1,5,3,2,4145861.27734375,9047.97245892784
576,6037134306,13,5,1,3,4,909181.93359375,3815.194187141
577,6037482800,13,2,5,4,2,4625087.41796875,11230.0413607352
578,6037431001,8,3,1,2,2,2575990.94921875,8421.88938173382
579,6037460100,5,1,1,1,2,8313861.625,16402.9769031879
580,6037432401,14,3,3,4,4,1528548.08984375,6810.53415122622
581,6037408629,10,4,3,2,1,2558458.41796875,7262.27085669688
582,6037404703,16,4,5,5,2,1916886.46484375,8673.88012442904
583,6037121900,13,4,3,4,2,2468412.296875,7415.59315001009
584,6037122410,17,5,3,5,4,1034868.9296875,4102.83121698365
585,6037123010,15,4,3,5,3,1487312.33203125,5031.35291314136
586,6037122420,15,5,3,4,3,1264083.22265625,4572.55262543019
587,6037123020,13,4,3,4,2,828087.0234375,3641.13794230324
588,6037123205,16,5,3,4,4,1110404.60546875,4256.15365111768
589,6037123203,16,5,3,5,3,858881.9296875,4708.22249095132
590,6037123204,14,5,2,4,3,475032.453125,2926.71133306731
591,6037123520,10,3,2,3,2,749335.13671875,4604.00900167111
592,6037123304,16,4,3,4,5,1287008.3515625,4954.5257038954
593,6037123303,13,4,2,3,4,928560.6015625,4813.17575345421
594,6037123410,16,5,2,4,5,725392.74609375,3504.10839016283
595,6037123301,14,5,3,3,3,1920161.2734375,6529.17366791782
596,6037900300,10,1,2,3,4,87470092.1132813,46389.0470782169
597,6037301300,7,1,2,1,3,1703575.14453125,7279.12987343094
598,6037301203,10,2,2,2,4,795784.73046875,3874.03527822846
599,6037700400,11,3,4,1,3,1919985.703125,7834.20484115626
600,6037127220,16,4,2,5,5,954920.4296875,3909.09372474999
601,6037702400,11,4,5,1,1,2928409.76171875,8872.79567681868
602,6037702801,12,4,4,2,2,1743258.45703125,5510.91111972259
603,6037186401,18,3,5,5,5,1408425.41796875,6585.0759013992
604,6037187102,16,5,5,3,3,3185259.421875,14141.1990434224
605,6037189300,8,2,3,1,2,2787694.046875,9468.55563776705
606,6037123420,14,4,2,4,4,1153855.234375,5438.59701974527
607,6037189902,17,5,5,2,5,533398.74609375,3161.47579784089
608,6037190301,18,5,5,3,5,592211.55859375,4441.85542508518
609,6037190520,19,4,5,5,5,356248.26171875,2435.70435952712
610,6037199700,20,5,5,5,5,1411980.3046875,5101.24878570034
611,6037190902,18,4,5,4,5,711898.33984375,3412.67129926678
612,6037191110,18,4,5,4,5,398984.41015625,2764.17201829393
613,6037191201,18,4,5,4,5,836720.234375,3667.1953881921
614,6037191204,17,3,5,4,5,294361.8828125,2181.80276107947
615,6037535804,16,3,5,4,4,715064.8828125,3554.99564625101
616,6037535803,16,3,5,4,4,616384.55859375,3169.63934147636
617,6037535502,15,2,5,5,3,682846.44921875,3339.19936130579
618,6037535701,13,2,5,4,2,1119629.1796875,4592.77061078393
619,6037535603,16,5,5,4,2,1147161.6875,5620.60026696126
620,6037535501,18,4,5,5,4,722850.08203125,4423.47318034412
621,6037535503,18,5,5,5,3,464931.0078125,2821.03861609634
622,6037535604,14,3,5,5,1,645404.97265625,3581.62911363076
623,6037535606,14,3,4,5,2,271977.76953125,2759.54440933239
624,6037535902,10,1,4,3,2,1477440.9375,4967.52349158615
625,6037535702,18,3,5,5,5,1422758.578125,4972.76439459885
626,6037535901,15,4,5,4,2,1225846.1875,4855.15560293284
627,6037551800,14,4,5,2,3,3229838.13671875,8625.06197498072
628,6037501700,11,1,4,2,4,2034978.83984375,6283.28430021038
629,6037190100,16,4,5,2,5,879196.796875,4056.27867499355
630,6037407200,13,4,3,3,3,2127709.65625,7775.31013705544
631,6037407701,15,4,3,4,4,1650547.19140625,5689.27269441429
632,6037407702,13,4,4,3,2,2908021.390625,8579.15649118892
633,6037402101,14,3,5,4,2,1743370.2109375,6499.23645241853
634,6037408135,8,1,3,3,1,1650289.77734375,6408.05162373471
635,6037408133,9,1,3,4,1,1532667.56640625,6770.50028185311
636,6037408202,12,4,3,3,2,15316431.2226563,24568.6336896599
637,6037407002,15,3,5,4,3,4447914.65234375,9089.68449583561
638,6037407102,12,3,4,3,2,1347686.91796875,5352.48029308176
639,6037407302,9,1,3,3,2,1175021.80078125,4508.74149440781
640,6037408301,14,4,4,4,2,3053575.62109375,8290.33973451574
641,6037407301,10,2,3,3,2,1441785.81640625,5619.60615558057
642,6037604100,11,3,3,4,1,1480951.3359375,5117.36652799665
643,6037601502,13,2,5,5,1,716980.6796875,4224.5172782371
644,6037603101,13,4,3,3,3,1286066.484375,4641.20041403997
645,6037603102,16,5,5,4,2,1084004.84375,4180.75591073011
646,6037603200,13,4,4,3,2,1647356.2421875,8054.46731083119
647,6037603301,15,4,3,4,4,1418165.41015625,5200.39685851275
648,6037603302,15,5,4,4,2,1657260.64453125,5606.57743486313
